timestamp,exchange,symbol,open,high,low,close,volume,trades,bid,ask,bid_size,ask_size,funding_rate
2024-01-01 00:00:00,backpack,BTCUSDT,50365.61751306256,51447.33313246206,49283.90189366306,50365.61751306256,4295452.62348447,42954,50311.53173209259,50419.70329403254,429545.262348447,429545.262348447,0.00016477263117422355
2024-01-01 01:00:00,backpack,BTCUSDT,50365.61751306256,50827.17574364295,50262.28498206234,50544.73036285264,1117605.6485519581,11176,50530.60809381313,50558.85263189216,111760.56485519581,111760.56485519581,-5.880282427597909e-06
2024-01-01 02:00:00,backpack,BTCUSDT,50544.73036285264,51088.76229350526,50280.835432404136,50684.798862954696,1594022.0326919828,15940,50664.60069142717,50704.99703448222,159402.2032691983,159402.2032691983,-2.9701101634599133e-05
2024-01-01 03:00:00,backpack,BTCUSDT,50684.798862954696,51231.49404654159,50414.30775604366,50822.900901292625,1607909.5762067214,16079,50802.471244030174,50843.33055855508,160790.95762067215,160790.95762067215,-3.0395478810336065e-05
2024-01-01 04:00:00,backpack,BTCUSDT,50822.900901292625,51611.51498956213,50078.79472560228,50845.1548575822,3014486.3719129357,30144,50806.83685098321,50883.472864181196,301448.6371912936,301448.6371912936,-0.00010072431859564679
2024-01-01 05:00:00,backpack,BTCUSDT,50845.1548575822,51575.005894640184,50210.87745527783,50892.94167495901,2680388.2708818773,26803,50858.83846397495,50927.04488594307,268038.82708818774,268038.82708818774,-8.401941354409386e-05
2024-01-01 06:00:00,backpack,BTCUSDT,50892.94167495901,51427.70250387924,50633.66860494935,51030.685554414296,1555993.0075468204,15559,51010.83470694105,51050.53640188754,155599.30075468204,155599.30075468204,-2.779965037734103e-05
2024-01-01 07:00:00,backpack,BTCUSDT,51030.685554414296,51541.91098249257,50812.82301217274,51177.366997332654,1424629.7007773542,14246,51159.139798074655,51195.59419659065,142462.97007773543,142462.97007773543,-2.1231485038867707e-05
2024-01-01 08:00:00,backpack,BTCUSDT,51177.366997332654,51669.0987183636,50992.45675335889,51330.77773586125,1318199.323779162,13181,51313.861686736134,51347.69378498637,131819.9323779162,131819.9323779162,-1.5909966188958104e-05
2024-01-01 09:00:00,backpack,BTCUSDT,51330.77773586125,52028.65557722076,50738.740883834354,51383.69823052756,2510357.8329441063,25103,51351.4503631929,51415.94609786222,251035.78329441065,251035.78329441065,-7.551789164720533e-05
2024-01-01 10:00:00,backpack,BTCUSDT,51383.69823052756,52272.01780340272,50412.435499779756,51342.22665159124,3621935.4416435896,36219,51295.737094000666,51388.71620918182,362193.544164359,362193.544164359,-0.0001310967720821795
