timestamp,exchange,symbol,open,high,low,close,volume,trades,bid,ask,bid_size,ask_size,funding_rate
2024-01-01 00:00:00,binance,ETHUSDT,3000.9538621135744,3018.876208620498,2983.031515606651,3000.9538621135744,1194443.3223842299,11944,3000.0577447882283,3001.8499794389204,119444.332238423,119444.332238423,9.722166119211497e-06
2024-01-01 01:00:00,binance,ETHUSDT,3000.9538621135744,3051.106945191852,2950.660560019236,3000.883752605544,3347226.7989522293,33472,2998.3725929762286,3003.3949122348595,334722.67989522294,334722.67989522294,-0.00011736133994761147
2024-01-01 02:00:00,binance,ETHUSDT,3000.883752605544,3041.07880667732,2969.836576443583,3005.4576915604516,2370428.6516423156,23704,3003.6766358046084,3007.238747316295,237042.86516423157,237042.86516423157,-6.852143258211579e-05
2024-01-01 03:00:00,binance,ETHUSDT,3005.4576915604516,3031.866689638333,3001.113150278884,3016.4899199586084,1019514.0768072348,10195,3015.721081474622,3017.2587584425946,101951.40768072348,101951.40768072348,-9.75703840361744e-07
2024-01-01 04:00:00,binance,ETHUSDT,3016.4899199586084,3098.7324887809714,2983.5255791634772,3041.1290339722245,3788294.0293070837,37882,3038.248861231787,3044.009206712662,378829.40293070837,378829.40293070837,0.00013941470146535418
2024-01-01 05:00:00,binance,ETHUSDT,3041.1290339722245,3067.80562530424,3036.256590339901,3052.0311078220707,1033706.2057946309,10337,3051.2423819479623,3052.819833696179,103370.6205794631,103370.6205794631,-1.6853102897315454e-06
2024-01-01 06:00:00,binance,ETHUSDT,3052.0311078220707,3078.8297411777276,3046.741524075026,3062.785632626377,1047680.802759456,10476,3061.9834271988093,3063.5878380539443,104768.0802759456,104768.0802759456,-2.384040137972796e-06
2024-01-01 07:00:00,binance,ETHUSDT,3062.785632626377,3120.6457862891425,2996.7251659071294,3058.685476098136,4051433.9035635106,40514,3055.5874605885856,3061.7834916076863,405143.3903563511,405143.3903563511,-0.00015257169517817552
2024-01-01 08:00:00,binance,ETHUSDT,3058.685476098136,3122.0313358214794,2981.4145188235384,3051.722927322509,4607784.531779704,46077,3048.2075068975605,3055.2383477474573,460778.45317797037,460778.45317797037,-0.00018038922658898522
2024-01-01 09:00:00,binance,ETHUSDT,3051.722927322509,3084.4703645676095,3043.413249618282,3063.941807092946,1340009.6194477766,13400,3062.915379219213,3064.968234966679,134000.96194477766,134000.96194477766,1.700048097238883e-05
2024-01-01 10:00:00,binance,ETHUSDT,3063.941807092946,3116.198299425846,3045.3450093758574,3080.7716544008517,2299855.2959540277,22998,3079.000322149602,3082.5429866521013,229985.52959540277,229985.52959540277,6.499276479770137e-05
2024-01-01 11:00:00,binance,ETHUSDT,3080.7716544008517,3159.490609883604,3048.275668376626,3103.883139130115,3583090.48768333,35830,3101.102765592441,3106.6635126677893,358309.04876833304,358309.04876833304,0.00012915452438416652
2024-01-01 12:00:00,binance,ETHUSDT,3103.883139130115,3139.439956063737,3079.3562912620446,3109.398123662891,1932324.5982702747,19323,3107.8960320428487,3110.9002152829335,193232.4598270275,193232.4598270275,-4.661622991351374e-05
2024-01-01 13:00:00,binance,ETHUSDT,3109.398123662891,3192.9671095481317,3073.8427320678966,3133.404920808014,3801754.9755272823,38017,3130.426811371008,3136.38303024502,380175.4975527283,380175.4975527283,0.00014008774877636413
2024-01-01 14:00:00,binance,ETHUSDT,3133.404920808014,3183.4677987624013,3114.8627151731293,3149.1652569677653,2178516.463608209,21785,3147.4501298780337,3150.880384057497,217851.64636082092,217851.64636082092,5.8925823180410456e-05
2024-01-01 15:00:00,binance,ETHUSDT,3149.1652569677653,3254.592158549368,3101.695100006774,3178.143629278071,4810892.029361353,48108,3174.321202814506,3181.966055741636,481089.20293613535,481089.20293613535,0.00019054460146806766
2024-01-01 16:00:00,binance,ETHUSDT,3178.143629278071,3212.8913127764927,3153.4692049934883,3183.1802588849905,1866752.8367940788,18667,3181.694706190415,3184.665811579566,186675.2836794079,186675.2836794079,-4.333764183970394e-05
2024-01-01 17:00:00,binance,ETHUSDT,3183.1802588849905,3216.9794818100227,3159.6375528610643,3188.3085173355435,1798506.2812201965,17985,3186.8749691118196,3189.7420655592673,179850.62812201967,179850.62812201967,-3.992531406100984e-05
2024-01-01 18:00:00,binance,ETHUSDT,3188.3085173355435,3239.903992111876,3129.3258158518015,3184.614903981839,3472262.0974301905,34722,3181.850449575337,3187.3793583883407,347226.2097430191,347226.2097430191,-0.00012361310487150954
2024-01-01 19:00:00,binance,ETHUSDT,3184.614903981839,3221.923693802232,3170.762195973117,3196.3429448876745,1600626.050184775,16006,3195.063907441947,3197.6219823334022,160062.6050184775,160062.6050184775,3.0031302509238746e-05
2024-01-01 20:00:00,binance,ETHUSDT,3196.3429448876745,3284.6462326596934,3155.737522450522,3220.1918775551076,4003137.5492768185,40031,3216.9691597998785,3223.4145953103366,400313.7549276819,400313.7549276819,0.00015015687746384096
2024-01-01 21:00:00,binance,ETHUSDT,3220.1918775551076,3265.635129733622,3201.284854834834,3233.4599922842276,1990136.728221242,19901,3231.851235411758,3235.0687491566973,199013.6728221242,199013.6728221242,4.9506836411062105e-05
2024-01-01 22:00:00,binance,ETHUSDT,3233.4599922842276,3282.884705592295,3175.6950335904316,3229.2898695913636,3319295.4590795985,33192,3226.610127791317,3231.96961139141,331929.54590795987,331929.54590795987,-0.00011596477295397995
2024-01-01 23:00:00,binance,ETHUSDT,3229.2898695913636,3375.9275115701053,3157.0903962213006,3266.5089538957027,6699418.811872995,66994,3261.0380260119828,3271.9798817794226,669941.8811872996,669941.8811872996,0.0002849709405936498
2024-01-02 00:00:00,binance,ETHUSDT,3266.5089538957027,3290.4789911200673,3256.75169755058,3273.6153443353237,1030276.6214683444,10302,3272.7721619960867,3274.4585266745607,103027.66214683444,103027.66214683444,-1.5138310734172183e-06
2024-01-02 01:00:00,binance,ETHUSDT,3273.6153443353237,3314.741189437215,3229.4993046591762,3272.1202470481953,2605096.339443402,26050,3269.9891999287443,3274.2512941676464,260509.6339443402,260509.6339443402,-8.02548169721701e-05
2024-01-02 02:00:00,binance,ETHUSDT,3272.1202470481953,3310.772193924842,3231.7599427492582,3271.26606833705,2415341.6299686627,24153,3269.2907620576602,3273.2413746164398,241534.16299686627,241534.16299686627,-7.076708149843313e-05
2024-01-02 03:00:00,binance,ETHUSDT,3271.26606833705,3318.630131688214,3212.8393432785124,3265.734737483363,3239417.678216749,32394,3263.0899677731204,3268.3795071936056,323941.76782167493,323941.76782167493,-0.00011197088391083745
